league,season_label,matchday,cutoff,match_id,home,away,kickoff,fthg,ftag,elo_available,team_stats_missing,A_market,A_poisson,A_conf,A_disagree,A_min_conf,A_admitted,A_hit,B_market,B_conf,B_admitted,B_n_admitted_markets,B_hit
Serie A,2024/25,1,2024-08-17T17:30:00+00:00,SerieA|2024|0,Genoa,Inter,2024-08-17T17:30:00Z,2,2,True,0,2,0.649882,0.622671,0.036282,0.55,True,0,2,0.622671,True,1,0
Serie A,2024/25,1,2024-08-17T17:30:00+00:00,SerieA|2024|1,Parma,Fiorentina,2024-08-17T17:30:00Z,1,1,True,1,GG,0.535862,0.535862,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,1,2024-08-17T17:30:00+00:00,SerieA|2024|2,Empoli,Monza,2024-08-17T19:45:00Z,0,0,True,0,U2.5,0.64443,0.64443,0.0,0.6,True,1,U2.5,0.64443,True,1,1
Serie A,2024/25,1,2024-08-17T17:30:00+00:00,SerieA|2024|3,Milan,Torino,2024-08-17T19:45:00Z,2,2,True,0,1,0.688381,0.57747,0.147881,0.55,True,0,1,0.57747,True,1,0
Serie A,2024/25,1,2024-08-17T17:30:00+00:00,SerieA|2024|4,Bologna,Udinese,2024-08-18T17:30:00Z,1,1,True,0,U2.5,0.564006,0.564006,0.0,0.6,False,1,1,0.620515,True,1,0
Serie A,2024/25,1,2024-08-17T17:30:00+00:00,SerieA|2024|5,Verona,Napoli,2024-08-18T17:30:00Z,3,0,True,0,2,0.618239,0.492885,0.167139,0.55,False,0,,,False,0,
Serie A,2024/25,1,2024-08-17T17:30:00+00:00,SerieA|2024|6,Cagliari,Roma,2024-08-18T19:45:00Z,0,0,True,0,2,0.665138,0.531535,0.178138,0.55,False,0,,,False,0,
Serie A,2024/25,1,2024-08-17T17:30:00+00:00,SerieA|2024|7,Lazio,Venezia,2024-08-18T19:45:00Z,3,1,True,1,1,0.6628,0.585025,0.1037,0.55,True,1,1,0.585025,True,1,1
Serie A,2024/25,1,2024-08-17T17:30:00+00:00,SerieA|2024|8,Lecce,Atalanta,2024-08-19T17:30:00Z,0,4,True,0,2,0.705157,0.621789,0.111157,0.55,True,1,2,0.621789,True,1,1
Serie A,2024/25,1,2024-08-17T17:30:00+00:00,SerieA|2024|9,Juventus,Como,2024-08-19T19:45:00Z,3,0,True,1,1,0.695567,0.624567,0.094667,0.55,True,1,1,0.624567,True,1,1
Serie A,2024/25,2,2024-08-24T17:30:00+00:00,SerieA|2024|10,Parma,Milan,2024-08-24T17:30:00Z,2,1,True,0,U2.5,0.53244,0.53244,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,2,2024-08-24T17:30:00+00:00,SerieA|2024|11,Udinese,Lazio,2024-08-24T17:30:00Z,2,1,True,0,GG,0.554473,0.554473,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,2,2024-08-24T17:30:00+00:00,SerieA|2024|12,Inter,Lecce,2024-08-24T19:45:00Z,2,0,True,0,1,0.740268,0.836067,0.127732,0.55,True,1,1,0.836067,True,1,1
Serie A,2024/25,2,2024-08-24T17:30:00+00:00,SerieA|2024|13,Monza,Genoa,2024-08-24T19:45:00Z,0,1,True,0,U2.5,0.548791,0.548791,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,2,2024-08-24T17:30:00+00:00,SerieA|2024|14,Fiorentina,Venezia,2024-08-25T17:30:00Z,0,0,True,0,1,0.573681,0.550895,0.030381,0.55,True,0,1,0.550895,True,1,0
Serie A,2024/25,2,2024-08-24T17:30:00+00:00,SerieA|2024|15,Torino,Atalanta,2024-08-25T17:30:00Z,2,1,True,0,GG,0.557664,0.557664,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,2,2024-08-24T17:30:00+00:00,SerieA|2024|16,Napoli,Bologna,2024-08-25T19:45:00Z,3,0,True,0,GG,0.547812,0.547812,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,2,2024-08-24T17:30:00+00:00,SerieA|2024|17,Roma,Empoli,2024-08-25T19:45:00Z,1,2,True,0,U2.5,0.598838,0.598838,0.0,0.6,False,0,1,0.583444,True,1,0
Serie A,2024/25,2,2024-08-24T17:30:00+00:00,SerieA|2024|18,Cagliari,Como,2024-08-26T17:30:00Z,1,1,True,0,U2.5,0.575604,0.575604,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,2,2024-08-24T17:30:00+00:00,SerieA|2024|19,Verona,Juventus,2024-08-26T19:45:00Z,0,3,True,0,U2.5,0.576628,0.576628,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,3,2024-08-30T17:30:00+00:00,SerieA|2024|20,Venezia,Torino,2024-08-30T17:30:00Z,0,1,True,0,GG,0.53956,0.53956,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,3,2024-08-30T17:30:00+00:00,SerieA|2024|21,Inter,Atalanta,2024-08-30T19:45:00Z,4,0,True,0,GG,0.614092,0.614092,0.0,0.6,True,0,GG,0.614092,True,3,0
Serie A,2024/25,3,2024-08-30T17:30:00+00:00,SerieA|2024|22,Bologna,Empoli,2024-08-31T17:30:00Z,1,1,True,0,GG,0.535121,0.535121,0.0,0.6,False,1,1,0.564212,True,1,0
Serie A,2024/25,3,2024-08-30T17:30:00+00:00,SerieA|2024|23,Lecce,Cagliari,2024-08-31T17:30:00Z,1,0,True,0,GG,0.533333,0.533333,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,3,2024-08-30T17:30:00+00:00,SerieA|2024|24,Lazio,Milan,2024-08-31T19:45:00Z,2,2,True,0,1,0.555776,0.440219,0.154076,0.55,False,0,,,False,0,
Serie A,2024/25,3,2024-08-30T17:30:00+00:00,SerieA|2024|25,Napoli,Parma,2024-08-31T19:45:00Z,2,1,True,0,GG,0.528767,0.528767,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,3,2024-08-30T17:30:00+00:00,SerieA|2024|26,Fiorentina,Monza,2024-09-01T17:30:00Z,2,2,True,0,U2.5,0.682332,0.682332,0.0,0.6,True,0,U2.5,0.682332,True,3,0
Serie A,2024/25,3,2024-08-30T17:30:00+00:00,SerieA|2024|27,Genoa,Verona,2024-09-01T17:30:00Z,0,2,True,0,U2.5,0.570463,0.570463,0.0,0.6,False,1,1,0.569643,True,1,0
Serie A,2024/25,3,2024-08-30T17:30:00+00:00,SerieA|2024|28,Juventus,Roma,2024-09-01T19:45:00Z,0,0,True,0,1,0.610563,0.556816,0.071663,0.55,True,0,1,0.556816,True,1,0
Serie A,2024/25,3,2024-08-30T17:30:00+00:00,SerieA|2024|29,Udinese,Como,2024-09-01T19:45:00Z,1,0,True,0,U2.5,0.546649,0.546649,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,4,2024-09-14T14:00:00+00:00,SerieA|2024|30,Como,Bologna,2024-09-14T14:00:00Z,2,2,True,0,U2.5,0.563576,0.563576,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,4,2024-09-14T14:00:00+00:00,SerieA|2024|31,Empoli,Juventus,2024-09-14T17:00:00Z,0,0,True,0,U2.5,0.656025,0.656025,0.0,0.6,True,1,U2.5,0.656025,True,1,1
Serie A,2024/25,4,2024-09-14T14:00:00+00:00,SerieA|2024|32,Milan,Venezia,2024-09-14T19:45:00Z,4,0,True,0,1,0.698489,0.630847,0.090189,0.55,True,1,1,0.630847,True,1,1
Serie A,2024/25,4,2024-09-14T14:00:00+00:00,SerieA|2024|33,Genoa,Roma,2024-09-15T11:30:00Z,1,1,True,0,U2.5,0.545645,0.545645,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,4,2024-09-14T14:00:00+00:00,SerieA|2024|34,Atalanta,Fiorentina,2024-09-15T14:00:00Z,3,2,True,0,GG,0.556463,0.556463,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,4,2024-09-14T14:00:00+00:00,SerieA|2024|35,Torino,Lecce,2024-09-15T14:00:00Z,0,0,True,0,1,0.68304,0.662235,0.02774,0.55,True,0,1,0.662235,True,1,0
Serie A,2024/25,4,2024-09-14T14:00:00+00:00,SerieA|2024|36,Cagliari,Napoli,2024-09-15T17:00:00Z,0,4,True,0,GG,0.547905,0.547905,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,4,2024-09-14T14:00:00+00:00,SerieA|2024|37,Monza,Inter,2024-09-15T19:45:00Z,1,1,True,0,U2.5,0.605572,0.605572,0.0,0.6,True,1,2,0.695879,True,2,0
Serie A,2024/25,4,2024-09-14T14:00:00+00:00,SerieA|2024|38,Parma,Udinese,2024-09-16T17:30:00Z,2,3,True,0,O2.5,0.558876,0.558876,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,4,2024-09-14T14:00:00+00:00,SerieA|2024|39,Lazio,Verona,2024-09-16T19:45:00Z,2,1,True,0,1,0.535386,0.585422,0.066714,0.55,True,1,1,0.585422,True,1,1
Serie A,2024/25,5,2024-09-20T17:30:00+00:00,SerieA|2024|40,Cagliari,Empoli,2024-09-20T17:30:00Z,0,2,True,0,U2.5,0.563962,0.563962,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,5,2024-09-20T17:30:00+00:00,SerieA|2024|41,Verona,Torino,2024-09-20T19:45:00Z,2,3,True,0,U2.5,0.520568,0.520568,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,5,2024-09-20T17:30:00+00:00,SerieA|2024|42,Venezia,Genoa,2024-09-21T14:00:00Z,2,0,True,0,U2.5,0.561246,0.561246,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,5,2024-09-20T17:30:00+00:00,SerieA|2024|43,Juventus,Napoli,2024-09-21T17:00:00Z,0,0,True,0,U2.5,0.663557,0.663557,0.0,0.6,True,1,U2.5,0.663557,True,1,1
Serie A,2024/25,5,2024-09-20T17:30:00+00:00,SerieA|2024|44,Lecce,Parma,2024-09-21T19:45:00Z,2,2,True,0,GG,0.606343,0.606343,0.0,0.6,True,1,GG,0.606343,True,1,1
Serie A,2024/25,5,2024-09-20T17:30:00+00:00,SerieA|2024|45,Fiorentina,Lazio,2024-09-22T11:30:00Z,2,1,True,0,U2.5,0.540131,0.540131,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,5,2024-09-20T17:30:00+00:00,SerieA|2024|46,Monza,Bologna,2024-09-22T14:00:00Z,1,2,True,0,U2.5,0.645958,0.645958,0.0,0.6,True,0,U2.5,0.645958,True,1,0
Serie A,2024/25,5,2024-09-20T17:30:00+00:00,SerieA|2024|47,Roma,Udinese,2024-09-22T17:00:00Z,3,0,True,0,GG,0.564449,0.564449,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,5,2024-09-20T17:30:00+00:00,SerieA|2024|48,Inter,Milan,2024-09-22T19:45:00Z,1,2,True,0,1,0.628059,0.632515,0.005941,0.55,True,0,1,0.632515,True,1,0
Serie A,2024/25,5,2024-09-20T17:30:00+00:00,SerieA|2024|49,Atalanta,Como,2024-09-24T19:45:00Z,2,3,True,0,1,0.688422,0.65608,0.043122,0.55,True,0,1,0.65608,True,1,0
Serie A,2024/25,6,2024-09-27T19:45:00+00:00,SerieA|2024|50,Milan,Lecce,2024-09-27T19:45:00Z,3,0,True,0,1,0.793785,0.751271,0.056685,0.55,True,1,1,0.751271,True,1,1
Serie A,2024/25,6,2024-09-27T19:45:00+00:00,SerieA|2024|51,Udinese,Inter,2024-09-28T14:00:00Z,2,3,True,0,2,0.655291,0.649748,0.007391,0.55,True,1,2,0.649748,True,1,1
Serie A,2024/25,6,2024-09-27T19:45:00+00:00,SerieA|2024|52,Genoa,Juventus,2024-09-28T17:00:00Z,0,3,True,0,U2.5,0.681569,0.681569,0.0,0.6,True,0,U2.5,0.681569,True,2,0
Serie A,2024/25,6,2024-09-27T19:45:00+00:00,SerieA|2024|53,Bologna,Atalanta,2024-09-28T19:45:00Z,1,1,True,0,GG,0.586906,0.586906,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,6,2024-09-27T19:45:00+00:00,SerieA|2024|54,Torino,Lazio,2024-09-29T11:30:00Z,2,3,True,0,GG,0.561329,0.561329,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,6,2024-09-27T19:45:00+00:00,SerieA|2024|55,Como,Verona,2024-09-29T14:00:00Z,3,2,True,0,U2.5,0.596578,0.596578,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,6,2024-09-27T19:45:00+00:00,SerieA|2024|56,Roma,Venezia,2024-09-29T14:00:00Z,2,1,True,0,1,0.667224,0.582606,0.112824,0.55,True,1,1,0.582606,True,1,1
Serie A,2024/25,6,2024-09-27T19:45:00+00:00,SerieA|2024|57,Empoli,Fiorentina,2024-09-29T17:00:00Z,0,0,True,0,U2.5,0.548932,0.548932,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,6,2024-09-27T19:45:00+00:00,SerieA|2024|58,Napoli,Monza,2024-09-29T19:45:00Z,2,0,True,0,U2.5,0.658822,0.658822,0.0,0.6,True,1,U2.5,0.658822,True,3,1
Serie A,2024/25,6,2024-09-27T19:45:00+00:00,SerieA|2024|59,Parma,Cagliari,2024-09-30T19:45:00Z,2,3,True,0,GG,0.590358,0.590358,0.0,0.6,False,1,1,0.564145,True,1,0
Serie A,2024/25,7,2024-10-04T17:30:00+00:00,SerieA|2024|60,Napoli,Como,2024-10-04T17:30:00Z,3,1,True,0,1,0.670384,0.569521,0.134484,0.55,True,1,U2.5,0.618685,True,2,0
Serie A,2024/25,7,2024-10-04T17:30:00+00:00,SerieA|2024|61,Verona,Venezia,2024-10-04T19:45:00Z,2,1,True,0,U2.5,0.554532,0.554532,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,7,2024-10-04T17:30:00+00:00,SerieA|2024|62,Udinese,Lecce,2024-10-05T14:00:00Z,1,0,True,0,GG,0.579148,0.579148,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,7,2024-10-04T17:30:00+00:00,SerieA|2024|63,Atalanta,Genoa,2024-10-05T17:00:00Z,5,1,True,0,1,0.774357,0.647939,0.168557,0.55,True,1,1,0.647939,True,2,1
Serie A,2024/25,7,2024-10-04T17:30:00+00:00,SerieA|2024|64,Inter,Torino,2024-10-05T19:45:00Z,3,2,True,0,1,0.65023,0.687333,0.04947,0.55,True,1,1,0.687333,True,1,1
Serie A,2024/25,7,2024-10-04T17:30:00+00:00,SerieA|2024|65,Juventus,Cagliari,2024-10-06T11:30:00Z,1,1,True,0,1,0.686369,0.742867,0.075331,0.55,True,0,1,0.742867,True,2,0
Serie A,2024/25,7,2024-10-04T17:30:00+00:00,SerieA|2024|66,Bologna,Parma,2024-10-06T14:00:00Z,0,0,True,0,GG,0.598628,0.598628,0.0,0.6,False,0,1,0.558876,True,1,0
Serie A,2024/25,7,2024-10-04T17:30:00+00:00,SerieA|2024|67,Lazio,Empoli,2024-10-06T14:00:00Z,2,1,True,0,1,0.588233,0.584758,0.004633,0.55,True,1,1,0.584758,True,1,1
Serie A,2024/25,7,2024-10-04T17:30:00+00:00,SerieA|2024|68,Monza,Roma,2024-10-06T17:00:00Z,1,1,True,0,2,0.639566,0.516891,0.163566,0.55,False,0,U2.5,0.633563,True,1,1
Serie A,2024/25,7,2024-10-04T17:30:00+00:00,SerieA|2024|69,Fiorentina,Milan,2024-10-06T19:45:00Z,2,1,True,0,GG,0.54417,0.54417,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,8,2024-10-19T14:00:00+00:00,SerieA|2024|70,Como,Parma,2024-10-19T14:00:00Z,1,1,True,0,GG,0.553051,0.553051,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,8,2024-10-19T14:00:00+00:00,SerieA|2024|71,Genoa,Bologna,2024-10-19T14:00:00Z,2,2,True,0,2,0.553456,0.459064,0.125856,0.55,False,0,,,False,0,
Serie A,2024/25,8,2024-10-19T14:00:00+00:00,SerieA|2024|72,Milan,Udinese,2024-10-19T17:00:00Z,1,0,True,0,1,0.819687,0.674122,0.194087,0.55,True,1,1,0.674122,True,1,1
Serie A,2024/25,8,2024-10-19T14:00:00+00:00,SerieA|2024|73,Juventus,Lazio,2024-10-19T19:45:00Z,1,0,True,0,U2.5,0.651092,0.651092,0.0,0.6,True,1,U2.5,0.651092,True,1,1
Serie A,2024/25,8,2024-10-19T14:00:00+00:00,SerieA|2024|74,Empoli,Napoli,2024-10-20T11:30:00Z,0,1,True,0,U2.5,0.664966,0.664966,0.0,0.6,True,1,U2.5,0.664966,True,1,1
Serie A,2024/25,8,2024-10-19T14:00:00+00:00,SerieA|2024|75,Lecce,Fiorentina,2024-10-20T14:00:00Z,0,6,True,0,GG,0.542634,0.542634,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,8,2024-10-19T14:00:00+00:00,SerieA|2024|76,Venezia,Atalanta,2024-10-20T14:00:00Z,0,2,True,0,2,0.71309,0.551548,0.21539,0.55,True,1,2,0.551548,True,1,1
Serie A,2024/25,8,2024-10-19T14:00:00+00:00,SerieA|2024|77,Cagliari,Torino,2024-10-20T17:00:00Z,3,2,True,0,GG,0.595701,0.595701,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,8,2024-10-19T14:00:00+00:00,SerieA|2024|78,Roma,Inter,2024-10-20T19:45:00Z,0,1,True,0,GG,0.573791,0.573791,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,8,2024-10-19T14:00:00+00:00,SerieA|2024|79,Verona,Monza,2024-10-21T19:45:00Z,0,3,True,0,U2.5,0.654638,0.654638,0.0,0.6,True,0,U2.5,0.654638,True,2,0
Serie A,2024/25,9,2024-10-25T17:30:00+00:00,SerieA|2024|80,Udinese,Cagliari,2024-10-25T17:30:00Z,2,0,True,0,GG,0.588989,0.588989,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,9,2024-10-25T17:30:00+00:00,SerieA|2024|81,Torino,Como,2024-10-25T19:45:00Z,1,0,True,0,U2.5,0.528819,0.528819,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,9,2024-10-25T17:30:00+00:00,SerieA|2024|82,Napoli,Lecce,2024-10-26T14:00:00Z,1,0,True,0,1,0.811159,0.751115,0.080059,0.55,True,1,1,0.751115,True,1,1
Serie A,2024/25,9,2024-10-25T17:30:00+00:00,SerieA|2024|83,Atalanta,Verona,2024-10-26T19:45:00Z,6,1,True,0,1,0.777555,0.739339,0.050955,0.55,True,1,1,0.739339,True,1,1
Serie A,2024/25,9,2024-10-25T17:30:00+00:00,SerieA|2024|84,Parma,Empoli,2024-10-27T11:30:00Z,1,1,True,0,GG,0.535027,0.535027,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,9,2024-10-25T17:30:00+00:00,SerieA|2024|85,Lazio,Genoa,2024-10-27T14:00:00Z,3,0,True,0,1,0.81278,0.641645,0.22818,0.55,True,1,1,0.641645,True,1,1
Serie A,2024/25,9,2024-10-25T17:30:00+00:00,SerieA|2024|86,Monza,Venezia,2024-10-27T14:00:00Z,2,2,True,0,U2.5,0.669667,0.669667,0.0,0.6,True,0,U2.5,0.669667,True,1,0
Serie A,2024/25,9,2024-10-25T17:30:00+00:00,SerieA|2024|87,Inter,Juventus,2024-10-27T17:00:00Z,4,4,True,0,U2.5,0.640499,0.640499,0.0,0.6,True,0,U2.5,0.640499,True,1,0
Serie A,2024/25,9,2024-10-25T17:30:00+00:00,SerieA|2024|88,Fiorentina,Roma,2024-10-27T19:45:00Z,5,1,True,0,GG,0.542566,0.542566,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,10,2024-10-29T17:30:00+00:00,SerieA|2024|89,Cagliari,Bologna,2024-10-29T17:30:00Z,0,2,True,0,U2.5,0.532591,0.532591,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,10,2024-10-29T17:30:00+00:00,SerieA|2024|90,Lecce,Verona,2024-10-29T17:30:00Z,1,0,True,0,GG,0.53868,0.53868,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,10,2024-10-29T17:30:00+00:00,SerieA|2024|91,Milan,Napoli,2024-10-29T19:45:00Z,0,2,True,0,U2.5,0.549548,0.549548,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,10,2024-10-29T17:30:00+00:00,SerieA|2024|92,Empoli,Inter,2024-10-30T17:30:00Z,0,3,True,0,2,0.566278,0.660419,0.125522,0.55,True,1,2,0.660419,True,1,1
Serie A,2024/25,10,2024-10-29T17:30:00+00:00,SerieA|2024|93,Venezia,Udinese,2024-10-30T17:30:00Z,3,2,True,0,U2.5,0.574937,0.574937,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,10,2024-10-29T17:30:00+00:00,SerieA|2024|94,Atalanta,Monza,2024-10-30T19:45:00Z,2,0,True,0,1,0.777793,0.703998,0.098393,0.55,True,1,1,0.703998,True,1,1
Serie A,2024/25,10,2024-10-29T17:30:00+00:00,SerieA|2024|95,Juventus,Parma,2024-10-30T19:45:00Z,2,2,True,0,1,0.764389,0.697122,0.089689,0.55,True,0,1,0.697122,True,1,0
Serie A,2024/25,10,2024-10-29T17:30:00+00:00,SerieA|2024|96,Genoa,Fiorentina,2024-10-31T17:30:00Z,0,1,True,0,2,0.805064,0.556841,0.330964,0.55,False,1,,,False,0,
Serie A,2024/25,10,2024-10-29T17:30:00+00:00,SerieA|2024|97,Como,Lazio,2024-10-31T19:45:00Z,1,5,True,0,2,0.597196,0.484324,0.150496,0.55,False,1,,,False,0,
Serie A,2024/25,10,2024-10-29T17:30:00+00:00,SerieA|2024|98,Roma,Torino,2024-10-31T19:45:00Z,1,0,True,0,GG,0.580888,0.580888,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,11,2024-11-02T14:00:00+00:00,SerieA|2024|99,Bologna,Lecce,2024-11-02T14:00:00Z,1,0,True,0,1,0.704853,0.705938,0.001447,0.55,True,1,1,0.705938,True,1,1
Serie A,2024/25,11,2024-11-02T14:00:00+00:00,SerieA|2024|100,Udinese,Juventus,2024-11-02T17:00:00Z,0,2,True,0,2,0.640825,0.535131,0.140925,0.55,False,1,,,False,0,
Serie A,2024/25,11,2024-11-02T14:00:00+00:00,SerieA|2024|101,Monza,Milan,2024-11-02T19:45:00Z,0,1,True,0,2,0.650029,0.532632,0.156529,0.55,False,1,U2.5,0.63914,True,1,1
Serie A,2024/25,11,2024-11-02T14:00:00+00:00,SerieA|2024|102,Napoli,Atalanta,2024-11-03T11:30:00Z,0,3,True,0,U2.5,0.53778,0.53778,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,11,2024-11-02T14:00:00+00:00,SerieA|2024|103,Torino,Fiorentina,2024-11-03T14:00:00Z,0,1,True,0,2,0.643613,0.454753,0.251813,0.55,False,1,,,False,0,
Serie A,2024/25,11,2024-11-02T14:00:00+00:00,SerieA|2024|104,Verona,Roma,2024-11-03T17:00:00Z,3,2,True,0,GG,0.537018,0.537018,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,11,2024-11-02T14:00:00+00:00,SerieA|2024|105,Inter,Venezia,2024-11-03T19:45:00Z,1,0,True,0,1,0.792526,0.819732,0.036274,0.55,True,1,1,0.819732,True,1,1
Serie A,2024/25,11,2024-11-02T14:00:00+00:00,SerieA|2024|106,Empoli,Como,2024-11-04T17:30:00Z,1,0,True,0,U2.5,0.617886,0.617886,0.0,0.6,True,1,U2.5,0.617886,True,1,1
Serie A,2024/25,11,2024-11-02T14:00:00+00:00,SerieA|2024|107,Parma,Genoa,2024-11-04T17:30:00Z,0,1,True,0,1,0.624643,0.499811,0.166443,0.55,False,0,,,False,0,
Serie A,2024/25,11,2024-11-02T14:00:00+00:00,SerieA|2024|108,Lazio,Cagliari,2024-11-04T19:45:00Z,2,1,True,0,1,0.810357,0.749114,0.081657,0.55,True,1,1,0.749114,True,1,1
Serie A,2024/25,12,2024-11-07T19:45:00+00:00,SerieA|2024|109,Genoa,Como,2024-11-07T19:45:00Z,1,1,True,0,U2.5,0.562141,0.562141,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,12,2024-11-07T19:45:00+00:00,SerieA|2024|110,Lecce,Empoli,2024-11-08T19:45:00Z,1,1,True,0,U2.5,0.630523,0.630523,0.0,0.6,True,1,U2.5,0.630523,True,1,1
Serie A,2024/25,12,2024-11-07T19:45:00+00:00,SerieA|2024|111,Venezia,Parma,2024-11-09T14:00:00Z,1,2,True,0,GG,0.584377,0.584377,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,12,2024-11-07T19:45:00+00:00,SerieA|2024|112,Cagliari,Milan,2024-11-09T17:00:00Z,3,3,True,0,2,0.721717,0.622554,0.132217,0.55,True,0,2,0.622554,True,1,0
Serie A,2024/25,12,2024-11-07T19:45:00+00:00,SerieA|2024|113,Juventus,Torino,2024-11-09T19:45:00Z,2,0,True,0,1,0.777964,0.647116,0.174464,0.55,True,1,1,0.647116,True,1,1
Serie A,2024/25,12,2024-11-07T19:45:00+00:00,SerieA|2024|114,Atalanta,Udinese,2024-11-10T11:30:00Z,2,1,True,0,1,0.813826,0.736106,0.103626,0.55,True,1,1,0.736106,True,1,1
Serie A,2024/25,12,2024-11-07T19:45:00+00:00,SerieA|2024|115,Fiorentina,Verona,2024-11-10T14:00:00Z,3,1,True,0,1,0.832001,0.74605,0.114601,0.55,True,1,1,0.74605,True,1,1
Serie A,2024/25,12,2024-11-07T19:45:00+00:00,SerieA|2024|116,Roma,Bologna,2024-11-10T14:00:00Z,2,3,True,0,U2.5,0.5428,0.5428,0.0,0.6,False,0,,,False,0,
Serie A,2024/25,12,2024-11-07T19:45:00+00:00,SerieA|2024|117,Monza,Lazio,2024-11-10T17:00:00Z,0,1,True,0,2,0.65839,0.551747,0.14219,0.55,True,1,U2.5,0.605053,True,2,1
Serie A,2024/25,12,2024-11-07T19:45:00+00:00,SerieA|2024|118,Inter,Napoli,2024-11-10T19:45:00Z,1,1,True,0,U2.5,0.536132,0.536132,0.0,0.6,False,1,1,0.611459,True,1,0
Serie A,2024/25,13,2024-11-23T14:00:00+00:00,SerieA|2024|119,Verona,Inter,2024-11-23T14:00:00Z,0,5,True,0,2,0.831921,0.782405,0.066021,0.55,True,1,2,0.782405,True,1,1
Serie A,2024/25,13,2024-11-23T14:00:00+00:00,SerieA|2024|120,Milan,Juventus,2024-11-23T17:00:00Z,0,0,True,0,U2.5,0.547681,0.547681,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,13,2024-11-23T14:00:00+00:00,SerieA|2024|121,Parma,Atalanta,2024-11-23T19:45:00Z,1,3,True,0,2,0.704397,0.589574,0.153097,0.55,True,1,GG,0.601939,True,2,1
Serie A,2024/25,13,2024-11-23T14:00:00+00:00,SerieA|2024|122,Genoa,Cagliari,2024-11-24T11:30:00Z,2,2,True,0,GG,0.56552,0.56552,0.0,0.6,False,1,,,False,0,
Serie A,2024/25,13,2024-11-23T14:00:00+00:00,SerieA|2024|123,Como,Fiorentina,2024-11-24T14:00:00Z,0,2,True,0,2,0.706152,0.568638,0.183352,0.55,True,1,2,0.568638,True,1,1
Serie A,2024/25,13,2024-11-23T14:00:00+00:00,SerieA|2024|124,Torino,Monza,2024-11-24T14:00:00Z,1,1,True,0,U2.5,0.668573,0.668573,0.0,0.6,True,1,U2.5,0.668573,True,2,1
Serie A,2024/25,13,2024-11-23T14:00:00+00:00,SerieA|2024|125,Napoli,Roma,2024-11-24T17:00:00Z,1,0,True,0,1,0.563627,0.534582,0.038727,0.55,False,1,,,False,0,
Serie A,2024/25,13,2024-11-23T14:00:00+00:00,SerieA|2024|126,Lazio,Bologna,2024-11-24T19:45:00Z,3,0,True,0,1,0.562236,0.483234,0.105336,0.55,False,1,,,False,0,
Serie A,2024/25,13,2024-11-23T14:00:00+00:00,SerieA|2024|127,Empoli,Udinese,2024-11-25T17:30:00Z,1,1,True,0,U2.5,0.634199,0.634199,0.0,0.6,True,1,U2.5,0.634199,True,1,1
